principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio
Moxifloxacina,Frasco,Moxifloxacina 5 mg,ml,Vigamox,Novartis,17030.37601,Medio
Trazodona,Tableta,Trazodona 50 mg,mg,Trazodona,Bussié,167.1280865,Bajo
Trazodona,Tableta,Trazodona 50 mg,mg,Trazodona,Bussié,67.71064977,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg",mg,Valsaprex H,Mega Labs,361.0828571,Bajo
Hidroclorotiazida Y Valsartan,Capsula,"Hidroclorotiazida 12,5 mg + Valsartan 80 mg",mg,Valsartan/Hct,Tecnoquimicas,597.1258479,Medio
Hidroclorotiazida Y Valsartan,Capsula,"Hidroclorotiazida 12,5 mg + Valsartan 80 mg",mg,Valsartan/Hct,Tecnoquimicas,551.9807163,Medio
Timolol,Frasco,Timolol 5 mg,ml,Timolol,Tecnoquimicas,24208.31029,Alto
Timolol,Frasco,Timolol 5 mg,ml,Timolol,Tecnoquimicas,2577.902004,Bajo
Sertralina,Tableta,Sertralina 50 mg,mg,Dominium,Monte Verde,5417.226161,Alto
Sertralina,Tableta,Sertralina 50 mg,mg,Dominium,Monte Verde,3721.051136,Alto
Domperidona,Frasco,"Domperidona 0,1 mg",ml,Harmetone,Janssen,36602.45455,Medio
Domperidona,Frasco,"Domperidona 0,1 mg",ml,Harmetone,Janssen,29978.48105,Medio
Gentamicina,Frasco,Gentamicina 3 mg,ml,Gentamicina,Tecnoquimicas,7753.976433,Medio
Gentamicina,Frasco,Gentamicina 3 mg,ml,Gentamicina,Tecnoquimicas,2535.0,Medio
Albendazol,Frasco,Albendazol 2 mg,ml,Finapar,Bioquifar,3197.765906,Medio
Albendazol,Frasco,Albendazol 2 mg,ml,Finapar,Bioquifar,630.00978,Medio
Sulfadoxina Y Pirimetamina,Tableta,Pirimetamina 25 mg + Sulfadoxina 500 mg,mg,Sulfadoxina,Faes Farma,6388.424908,Medio
Sulfadoxina Y Pirimetamina,Tableta,Pirimetamina 25 mg + Sulfadoxina 500 mg,mg,Sulfadoxina,Faes Farma,3643.197991,Medio
Clopidogrel,Tableta,Clopidogrel 75 mg,mg,Clopidogrel,La Sante,1063.922099,Alto
Loratadina,Tableta,Loratadina 10 mg,mg,Alerclar,Coopidrogas,281.686422,Medio
Sildenafil,Tableta,Sildenafil 50 mg,mg,Biflace,Coopidrogas,774.0,Bajo
Loratadina,Frasco,"Loratadina 0,1 mg",ml,Alerclar Jarabe,Coopidrogas,3957.61636,Medio
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Catalac,Coopidrogas,77.5836765,Bajo
Meropenem,Vial,Meropenem 1 g,g,Meropenem,Vitalis,16500.0,Alto
Meropenem,Vial,Meropenem 1 g,g,Meropenem,Vitalis,13670.72302,Medio
Meropenem,Vial,Meropenem 500 mg,mg,Meropenem,Vitalis,9948.224299,Medio
Vitamina E,Capsula,Vitamina E 400 IU,IU,Vita E,Mk,749.7999917,Bajo
Vitamina E,Capsula,Vitamina E 400 IU,IU,Vita E,Mk,241.2752613,Medio
Acetaminofen,Frasco,Acetaminofen 3 g,ml,Catalac,Coopidrogas,2860.9177,Medio
Montelukast,Sobre,Montelukast 4 mg,mg,Singulair,Merck,5691.0,Alto
Montelukast,Sobre,Montelukast 4 mg,mg,Singulair,Merck,845.9004739,Alto
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Plaquinol,Sanofi Aventis,10012.5,Alto
Hidroxicloroquina,Tableta,Hidroxicloroquina 200 mg,mg,Plaquinol,Sanofi Aventis,486.8769784,Alto
Clorfenamina,Frasco,"Clorfenamina 0,04 mg",ml,Clorfeniramina,Labinco,2619.589285,Medio
Clorfenamina,Frasco,"Clorfenamina 0,04 mg",ml,Clorfeniramina,Labinco,1519.517828,Medio
Itraconazol + Secnidazol,Capsula,"Secnidazol 166,66 mg + Itraconazol 133,33 mg",mg,Albisec,Procaps,6149.779736,Medio
Itraconazol + Secnidazol,Capsula,"Secnidazol 166,66 mg + Itraconazol 133,33 mg",mg,Albisec,Procaps,956.1006711,Medio
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Levotrex,Procaps,8865.197216,Alto
Levocetirizina,Capsula,Levocetirizina 5 mg,mg,Levotrex,Procaps,456.9230358,Medio
Valsartan,Tableta,Valsartan 320 mg,mg,Diovan,Novartis,2253.428571,Bajo
Valsartan,Tableta,Valsartan 320 mg,mg,Diovan,Novartis,2134.142857,Alto
Gabapentin,Capsula,Gabapentin 300 mg,mg,Gabapentin,Mk,331.6904485,Bajo
Gabapentin,Capsula,Gabapentin 300 mg,mg,Gabapentin,Mk,328.4755341,Medio
Cromoglicato Acido,Frasco,Cromoglicato De Sodio 40 mg,ml,Cromoglicato De Sodio,Ryan,3400.0,Bajo
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Kazide,Lafrancol,10444.83333,Alto
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Kazide,Lafrancol,3821.695753,Alto
Espironolactona,Tableta,Espironolactona 100 mg,mg,Espironolactona,Humax,458.782336,Bajo
Espironolactona,Tableta,Espironolactona 100 mg,mg,Espironolactona,Humax,265.4150165,Medio
Trimetazidina,Tableta,Trimetazidina 35 mg,mg,Vastarel,Les Laboratoires Servier,974.5,Medio
Trimetazidina,Tableta,Trimetazidina 35 mg,mg,Vastarel,Les Laboratoires Servier,914.1373222,Medio
Gabapentin,Tableta,Gabapentin 800 mg,mg,Kaptin,Legrand,761.5487406,Medio
Gabapentin,Tableta,Gabapentin 600 mg,mg,Kaptin,Legrand,506.5781866,Bajo
Sertralina,Tableta,Sertralina 25 mg,mg,Dominium,Monte Verde,6173.120584,Medio
Sertralina,Tableta,Sertralina 25 mg,mg,Dominium,Monte Verde,1985.931697,Medio
Cefadroxilo,Capsula,Cefadroxilo 500 mg,mg,Zolpra,Anzg,5357.142857,Medio
Cefadroxilo,Capsula,Cefadroxilo 500 mg,mg,Zolpra,Anzg,2550.0,Medio
Ampicilina,Vial,Ampicilina 500 mg,mg,Ampicilina,Farmalogica,1178.225058,Bajo
Ampicilina,Vial,Ampicilina 500 mg,mg,Ampicilina,Farmalogica,1138.327103,Bajo
Clotrimazol,Ovulo,Clotrimazol 100 mg,mg,Clotrimazol,Colmed,903.8697805,Medio
Clotrimazol,Ovulo,Clotrimazol 100 mg,mg,Clotrimazol,Colmed,216.3941213,Medio
Finasterida,Tableta,Finasterida 1 mg,mg,Apeplus,Synthesis,2136.0,Alto
Finasterida,Tableta,Finasterida 1 mg,mg,Apeplus,Synthesis,1483.118205,Bajo
Cefalexina,Capsula,Cefalexina 500 mg,mg,Afelex,Coopidrogas,1401.404934,Medio
Zopiclona,Tableta,"Zopiclona 7,5 mg",mg,Zopiclona,Genfar,1471.036468,Medio
Zopiclona,Tableta,"Zopiclona 7,5 mg",mg,Zopiclona,Genfar,253.0,Alto
Betametasona,Tubo,"Betametasona 0,064 g",g,Betametasona,Ophalac,4053.333333,Medio
Betametasona,Tubo,"Betametasona 0,064 g",g,Betametasona,Ophalac,1842.0,Medio
Betametasona,Tubo,"Betametasona 0,064 mg",g,Betametasona,Ophalac,5007.880589,Medio
Calcitriol,Capsula,"Calcitriol 0,5 mcg",mcg,Calcitriol,Colmed,2406.296296,Medio
Calcitriol,Capsula,"Calcitriol 0,5 mcg",mcg,Calcitriol,Colmed,116.0155044,Medio
Neumococo Antigenos Polisacaridos Conjugados Purificados,Sobre,"Neumococo Antigenos Polisacaridos Purificados 3,5 mg",mg,Broncho Vaxom Niños,Om,8487.872463,Medio
Metadoxina,Tableta,Metadoxina 500 mg,mg,Necroxil,Incobra,3072.23301,Medio
Neumococo Antigenos Polisacaridos Conjugados Purificados,Sobre,"Neumococo Antigenos Polisacaridos Purificados 3,5 mg",mg,Broncho Vaxom Niños,Om,5452.107207,Medio
Lactato De Ringer- Electrolitos Combinaciones,Bolsa,Lactato De Ringer- Electrolitos Combinaciones,ml,Lactato De Ringer,Fresenius,2831.392833,Alto
Lactato De Ringer- Electrolitos Combinaciones,Bolsa,Lactato De Ringer- Electrolitos Combinaciones,ml,Lactato De Ringer,Fresenius,2115.0,Alto
Lactato De Ringer- Electrolitos Combinaciones,Bolsa,Lactato De Ringer- Electrolitos Combinaciones,ml,Lactato De Ringer,Fresenius,1762.980769,Bajo
Lactato De Ringer- Electrolitos Combinaciones,Bolsa,Lactato De Ringer- Electrolitos Combinaciones,ml,Lactato De Ringer,Fresenius,1366.029816,Bajo
Midazolam,Ampolla,Midazolam 5 g,ml,Dormipron,Chalver,5229.72973,Alto
Midazolam,Ampolla,Midazolam 5 g,ml,Dormipron,Chalver,2370.175439,Bajo
Midazolam,Ampolla,Midazolam 15 mg,ml,Dormipron,Chalver,10000.0,Alto
Acetato De Aluminio,Frasco,"Acetato De Aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,9318.078519,Bajo
Acetato De Aluminio,Frasco,"Acetato De Aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,12668.48984,Medio
Acetato De Aluminio,Frasco,"Acetato De Aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,8371.87722,Bajo
Acetato De Aluminio,Frasco,"Acetato De Aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,32373.86265,Alto
Acetato De Aluminio,Frasco,"Acetato De Aluminio 0,059 mg",ml,Acid- Ness Locion,Tecnofar,20961.0,Alto
Talidomide,Tableta,Talidomide 100 mg,mg,Inmunoprin,Monte Verde,13563.6,Medio
Talidomide,Tableta,Talidomide 100 mg,mg,Inmunoprin,Monte Verde,3048.0,Medio
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Truxa,Monte Verde,22340.38384,Alto
Ciproterone Y Etinilestradiol,Tableta,"Etinilestradiol 0,035 mg + Acetato De Ciproterona 2 mg",mg,Diane,Bayer,436.4761905,Medio
Ciproterone Y Etinilestradiol,Tableta,"Etinilestradiol 0,035 mg + Acetato De Ciproterona 2 mg",mg,Diane,Bayer,436.0,Medio
Multivitaminas Y Minerales,Frasco,Multivitaminas Y Minerales,ml,Pediavit Jalea,Procaps,38553.44418,Medio
Multivitaminas Y Minerales,Frasco,Multivitaminas Y Minerales,ml,Pediavit Jalea,Procaps,9513.070362,Medio
Progesterona,Capsula,Progesterona 200 mg,mg,Progendo,Synthesis,7290.8,Alto
Progesterona,Capsula,Progesterona 200 mg,mg,Progendo,Synthesis,5123.795322,Alto
Dextrosa,Bolsa,Dextrosa 5 mg,ml,Dextrosa Al 5%,Fresenius,1925.445848,Medio
Dextrosa,Bolsa,Dextrosa 5 mg,ml,Dextrosa Al 5%,Fresenius,1619.0,Medio
Cloruro De Sodio,Bolsa,"Cloruro De Sodio 2,25 mg",ml,"Sodio Cloruro 0,45%",Corpaul,2428.541369,Medio
Cloruro De Sodio,Bolsa,"Cloruro De Sodio 2,25 mg",ml,"Sodio Cloruro 0,45%",Corpaul,2473.657895,Medio
Hidroclorotiazida Y Valsartan,Tableta,"Valsartan 80 mg + Hidroclorotiazida 12,5 mg",mg,Valsaprex H,Mega Labs,257.4142857,Bajo
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Crestor,Astrazeneca,9034.0,Alto
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Crestor,Astrazeneca,7172.0,Alto
Rosuvastatina,Tableta,Rosuvastatina 20 mg,mg,Crestor,Astrazeneca,9034.0,Alto
Rosuvastatina,Tableta,Rosuvastatina 20 mg,mg,Crestor,Astrazeneca,9029.5338,Alto
Dobutamina,Ampolla,Dobutamina 250 6,ml,Dobutamina,Biosano,1100.0,Medio
Dobutamina,Ampolla,Dobutamina 250 mg,ml,Dobutamina,Biosano,51.66832061,Bajo
Aciclovir,Tubo,Aciclovir 5 mg,g,Aciclovir 5% Crema,Anglopharma,4183.702213,Medio
Aciclovir,Tubo,Aciclovir 5 mg,g,Aciclovir 5% Crema,Anglopharma,1990.71432,Medio
Calcio Y Vitamina D3,Tableta,Carbonato De Calcio 600 mg + Vitamina D3 200 IU,mg,Zivical D,Labquifar,298.2200358,Medio
Calcio Y Vitamina D3,Tableta,Vitamina D3 200 IU + Carbonato De Calcio 600 mg,mg,Zivical D,Labquifar,160.0,Alto
Calcio Y Vitamina D3,Tableta,Vitamina D3 200 IU + Carbonato De Calcio 600 mg,mg,Zivical D,Labquifar,154.7626491,Alto
Sulfametoxazol Y Trimetoprim,Tableta,Trimetoprim 80 mg + Sulfametoxazol 400 mg,mg,Supribac,Bioquifar,310.3583241,Alto
Sulfametoxazol Y Trimetoprim,Tableta,Sulfametoxazol 400 mg + Trimetoprim 80 mg,mg,Supribac,Bioquifar,126.1282051,Bajo
Norfloxacina,Tableta,Norfloxacina 400 mg,mg,Urotrin,Bioquifar,925.9931453,Medio
Norfloxacina,Tableta,Norfloxacina 400 mg,mg,Urotrin,Bioquifar,187.4749164,Medio
Electrolitos Con Carbohidratos - Rehidratacion Oral,Sobre,Electrolitos Con Carbohidratos - Rehidratacion Oral,g,Salydrat,Labquifar,1065.864151,Bajo
Electrolitos Con Carbohidratos - Rehidratacion Oral,Sobre,Electrolitos Con Carbohidratos Rehidratacion Oral,g,Salydrat,Labquifar,809.8866475,Alto
Budesonida,Inhalador,Budesonida 50 mcg,dosis,Inflabon,Chalver,13640.87496,Medio
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 125 mcg,mcg,Tiroxin,Siegfried,1009.7556,Medio
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 125 mcg,mcg,Tiroxin,Siegfried,341.0363636,Medio
Clindamicina,Capsula,Clindamicina 300 mg,mg,Acniben,Coopidrogas,1237.2099,Medio
Atorvastatina,Capsula,Atorvastatina 20 mg,mg,Atovarol C.B.G.,Procaps,2359.033333,Alto
Atorvastatina,Capsula,Atorvastatina 20 mg,mg,Atovarol C.B.G.,Procaps,1484.431276,Alto
Vitamina C,Capsula,Vitamina C 500 mg,mg,Lemovit,Procaps,400.0,Alto
Vitamina C,Capsula,Vitamina C 500 mg,mg,Lemovit,Procaps,829.5626168,Alto
Acido Ascorbico (Vit C),Ampolla,Vitamina C 500 mg,ml,Vitamina C,Ryan,4970.0,Bajo
Acido Ascorbico (Vit C),Ampolla,Vitamina C 500 mg,ml,Vitamina C,Ryan,4586.956522,Medio
Acido Alendronico,Tableta,Acido Alendronico   70 mg,mg,Alendronato,La Sante,6188.837684,Alto
Acido Alendronico,Tableta,Acido Alendronico   70 mg,mg,Alendronato,La Sante,243.0604766,Medio
Terbinafina,Tubo,Terbinafina 1 mg,g,Funide,Lafrancol,28196.81141,Alto
Terbinafina,Tubo,Terbinafina 1 mg,g,Funide,Lafrancol,15553.0,Medio
Desonida,Tubo,"Desonida 0,1 g",g,Dermosupril,Mega Labs,19177.50836,Alto
Desonida,Tubo,"Desonida 0,1 g",g,Dermosupril,Mega Labs,9882.666667,Medio
Acetaminofen,Frasco,Acetaminofen 100 mg,ml,Acelifen,Comerfar,6427.011994,Medio
Multivitaminas Y Minerales,Tableta,Multivitaminas Y Minerales,mcg,Z-Full Mk,Tecnoquimicas,818.4493499,Medio
Multivitaminas Y Minerales,Tableta,Multivitaminas Y Minerales,mcg,Z-Full Mk,Tecnoquimicas,468.3461538,Bajo
Rifamicina,Spray,Rifamicina 1 g,ml,Rifamicina,Tecnofar,26803.48116,Medio
Rifamicina,Spray,Rifamicina 1 g,ml,Rifamicina,Tecnofar,9385.655459,Medio
Primaquina,Tableta,Primaquina 15 mg,mg,Primaquina,Faes Farma,239.8339295,Medio
Clindamicina,Ampolla,Clindamicina 600 mg,ml,Clindamicina,Vitalis,4242.105263,Alto
Clindamicina,Ampolla,Clindamicina 600 mg,ml,Clindamicina,Vitalis,2041.443051,Alto
Vitamina C,Tableta Masticable,Vitamina C 100 mg,mg,Cebion,Procter & Gamble,192.2533333,Medio
Ketoconazol,Frasco,Ketoconazol 2 g,ml,Fungisterol,Bioquifar,4948.865784,Medio
Levosulpirida,Tableta,Levosulpirida 25 mg,mg,Dislep,Ferrer,4000.0,Alto
Hidrocortisona Y Ciprofloxacina,Frasco,Hidrocortisona 10 mg + Ciprofloxacina 3 mg,ml,Fixamicin,Tecnoquimicas,17438.33684,Medio
Metoprolol,Tableta,Metoprolol 100 mg,mg,Metoprolol,Tecnoquimicas,346.3075127,Medio
Metoprolol,Tableta,Metoprolol 100 mg,mg,Metoprolol,Tecnoquimicas,117.433135,Medio
Azitromicina,Tableta,Azitromicina 500 mg,mg,Zidoxtifen,Coopidrogas,3283.110651,Medio
Levomepromazina,Tableta,Levomepromazina 100 mg,mg,Levomepromazina,Humax,1248.869721,Medio
Levomepromazina,Tableta,Levomepromazina 100 mg,mg,Levomepromazina,Humax,476.8507569,Alto
Metoprolol,Tableta,Metoprolol 50 mg,mg,Metoprolol,Tecnoquimicas,311.1244584,Alto
Metoprolol,Tableta,Metoprolol 50 mg,mg,Metoprolol,Tecnoquimicas,66.37205686,Alto
Simvastatina,Tableta,Simvastatina 20 mg,mg,Simvastatina,Genfar,3338.309338,Bajo
Simvastatina,Tableta,Simvastatina 20 mg,mg,Simvastatina,Genfar,355.7707991,Bajo
Sulfametoxazol Y Trimetoprim,Tableta,Sulfametoxazol 800 mg + Trimetoprim 160 mg,mg,Supribac F,Bioquifar,531.9650186,Medio
Sulfametoxazol Y Trimetoprim,Tableta,Sulfametoxazol 800 mg + Trimetoprim 160 mg,mg,Supribac F,Bioquifar,200.0,Medio
Tacrolimus,Capsula,Tacrolimus 5 mg,mg,Prograf,Astellas,20137.78049,Medio
Tacrolimus,Capsula,Tacrolimus 1 mg,mg,Prograf,Astellas,4134.0,Alto
Tacrolimus,Capsula,Tacrolimus 1 mg,mg,Prograf,Astellas,3924.34736,Medio
Bisacodilo,Tableta,Bisacodilo 5 mg,mg,Bisacodilo,Humax,231.3188427,Medio
Bisacodilo,Tableta,Bisacodilo 5 mg,mg,Bisacodilo,Humax,72.91245179,Alto
Cloruro De Sodio,Bolsa,Cloruro De Sodio 3 mg,ml,Sodio Cloruro,Corpaul,3836.009146,Medio
Cloruro De Sodio,Bolsa,Cloruro De Sodio 3 mg,ml,Sodio Cloruro,Corpaul,3846.40625,Medio
Fosfomicina,Sobre,Fosfomicina 3 g,g,Zambon Monuril,Zambon,16709.52006,Medio
Fosfomicina,Sobre,Fosfomicina 3 g,g,Zambon Monuril,Zambon,16195.0,Alto
Atomoxetina,Capsula,Atomoxetina 60 mg,mg,Strattera,Eli Lilly,13515.0,Alto
Atomoxetina,Capsula,Atomoxetina 60 mg,mg,Strattera,Eli Lilly,10350.0,Alto
Atomoxetina,Capsula,Atomoxetina 18 mg,mg,Strattera,Eli Lilly,5760.0,Medio
Atomoxetina,Capsula,Atomoxetina 18 mg,mg,Strattera,Eli Lilly,5159.0,Medio
Eritromicina Y Acido Retinoico,Frasco,"Eritromicina 4 mg + Acido Retinoico 0,025 kui",ml,Retromicina,Pharmaderm,34763.92405,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 160 ui,ml,Noraver,Tecnofar,25807.64442,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 160 ui,ml,Noraver,Tecnofar,20485.0,Medio
Voriconazol,Tableta,Voriconazol 50 mg,mg,Vfend,Pfizer,14550.96525,Medio
Nitazoxanida,Capsula,Nitazoxanida 500 mg,mg,Nytax,Procaps,12345.37186,Alto
Nitazoxanida,Capsula,Nitazoxanida 500 mg,mg,Nytax,Procaps,1227.807181,Medio
Nitazoxanida,Frasco,Nitazoxanida 100 mg,ml,Nytax,Procaps,10379.69697,Medio
Nitazoxanida,Frasco,Nitazoxanida 100 mg,ml,Nytax,Procaps,18245.90291,Alto
Betametasona,Ampolla,Betametasona 4 mg,ml,Betametasona,Genfar,2210.33737,Medio
Bromhexina,Frasco,Bromhexina Clorhidrato 80 mg,ml,Neboret,Comerfar,8500.456365,Medio
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 150 mcg,mcg,Tiroxin,Siegfried,1241.293592,Medio
Levotiroxina Sodica,Tableta,Levotiroxina Sodica 150 mcg,mcg,Tiroxin,Siegfried,357.3142857,Medio
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Satoren H,Bussié,6784.603188,Medio
Hidroclorotiazida Y Losartan,Tableta,Hidroclorotiazida 25 mg + Losartan 100 mg,mg,Satoren H,Bussié,102.6813123,Bajo
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Anglopharma,221.3076923,Medio
Espironolactona,Tableta,Espironolactona 25 mg,mg,Espironolactona,Anglopharma,111.6666667,Medio
Valproico Acido,Tableta,Divalproato Sodico 250 mg,mg,Valcote Er,Lafrancol,2039.3,Alto
Valproico Acido,Tableta,Divalproato Sodico 250 mg,mg,Valcote Er,Lafrancol,954.5803347,Alto
Ibuprofeno,Capsula,Ibuprofeno 400 mg,mg,Advil Max,Glaxosmithkline,1516.811615,Alto
Ibuprofeno,Capsula,Ibuprofeno 400 mg,mg,Advil Max,Glaxosmithkline,1305.5,Alto
Sildenafil,Tableta Masticable,Sildenafil 50 mg,mg,Sildenafil,La Sante,1903.390404,Medio
Azitromicina,Frasco,Azitromicina 200 mg,ml,Zidoxtifen,Coopidrogas,15237.15585,Medio
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,Procaps,2281.254883,Medio
Levocetirizina,Tableta,Levocetirizina 5 mg,mg,Levocetirizina,Procaps,246.0668185,Bajo
Ibuprofeno,Tableta,Ibuprofeno 400 mg,mg,Ibuprofeno,Laproff,130.0435459,Bajo
Betametasona,Jeringa Prellenada,Betametasona 7 mg,ml,Betaduo,Procaps,37893.56831,Medio
Betametasona,Jeringa Prellenada,Betametasona 7 mg,ml,Betaduo,Procaps,11113.21326,Medio
Glibenclamida,Tableta,Glibenclamida 5 mg,mg,Glibenclamida,Pentacoop,62.4512819,Bajo
Vitamina C,Capsula,Vitamina C 500 mg,mg,Vicitra,Novamed,779.0936709,Alto
Vitamina C,Capsula,Vitamina C 500 mg,mg,Vicitra,Novamed,602.1666667,Alto
Furazolidona,Tableta,Furazolidona 100 mg,mg,Furazolidona,Labinco,837.7558386,Medio
Furazolidona,Tableta,Furazolidona 100 mg,mg,Furazolidona,Labinco,265.9198895,Medio
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Bussié,89.03333333,Bajo
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Bussié,71.36363636,Medio
Metformina,Tableta,Metformina 850 mg,mg,Metformina,Colmed,290.0,Medio
Metformina,Tableta,Metformina 850 mg,mg,Metformina,Colmed,319.8840752,Medio
Losartan,Tableta,Losartan 100 mg,mg,Satoren,Bussié,4333.0,Alto
Losartan,Tableta,Losartan 100 mg,mg,Satoren,Bussié,6749.005128,Alto
Flunarizina,Tableta,Flunarizina 10 mg,mg,Fluzina,Bussié,2234.685564,Alto
Flunarizina,Tableta,Flunarizina 10 mg,mg,Fluzina,Bussié,128.1192053,Alto
Ispagula (Psylla Semillas),Frasco,"Psyllium Semillas 85,9 g",g,Spabolaz,Labquifar,36045.45455,Medio
Ispagula (Psylla Semillas),Frasco,"Psyllium Semillas 85,9 g",g,Spabolaz,Labquifar,20160.0,Medio
Ispagula (Psylla Semillas),Sobre,"Psyllium Semillas 85,92 g",g,Spabolaz,Labquifar,1127.604167,Medio
Ispagula (Psylla Semillas),Sobre,"Psyllium Semillas 85,92 g",g,Spabolaz,Labquifar,581.5120482,Medio
Sevelamer,Tableta,Sevelamer 800 mg,mg,Genzyme-Renagel,Genzyme,2613.700949,Medio
Clotrimazol,Frasco,Clotrimazol 1 mg,ml,Clotrimazol,Laproff,2701.498023,Medio
Clotrimazol,Frasco,Clotrimazol 1 mg,ml,Clotrimazol,Laproff,1629.056671,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,Laproff,2838.92922,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol,Laproff,2985.920051,Bajo
Montelukast,Tableta Masticable,Montelukast 5 mg,mg,Xalar,Procaps,851.7612809,Medio
Montelukast,Capsula,Montelukast 10 mg,mg,Xalar,Procaps,2288.143556,Medio
Montelukast,Capsula,Montelukast 10 mg,mg,Xalar,Procaps,710.125,Medio
Terbinafina,Tableta,Terbinafina 250 mg,mg,Lamicol,Patmar,4812.922,Medio
Dexametasona,Ampolla,"Dexametasona 4,3726 mg + Dexametasona 4,3726 mg",ml,Dexametasona Fosfato,Colmed,675.0,Medio
Aciclovir,Vial,Aciclovir 250 mg,mg,Aciclovir,Vitalis,15000.0,Medio
Aciclovir,Vial,Aciclovir 250 mg,mg,Aciclovir,Vitalis,11675.44742,Medio
Aprepitant,Capsula,Aprepitant 125 mg + Aprepitant 80 mg,mg,Emend,Merck Sharp Dome,27183.84141,Medio
Oximetazolina,Frasco,"Oximetazolina 0,1 mg",ml,Nasivin,Procter & Gamble,19808.0,Medio
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Cinepride,Coopidrogas,339.8561581,Bajo
Clorhexidina,Bolsa,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,29021.91429,Medio
Clorhexidina,Bolsa,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,29682.24887,Medio
Clorhexidina,Bolsa,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,28494.01786,Medio
Clorhexidina,Bolsa,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,25823.89937,Medio
Clorhexidina,Frasco,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,12842.68191,Medio
Clorhexidina,Frasco,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,12484.15038,Bajo
Clorhexidina,Frasco,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,22869.53105,Medio
Clorhexidina,Frasco,Clorhexidina 4 g,ml,Aseptidina Jabon,Proasepsis,21165.34223,Medio
Desonida,Frasco,"Desonida 0,05 mg",ml,Dermosupril,Mega Labs,18925.0119,Medio
Montelukast,Tableta,Montelukast 10 mg,mg,Leucotren,Mega Labs,2873.766667,Alto
Montelukast,Tableta,Montelukast 10 mg,mg,Leucotren,Mega Labs,595.0,Medio
Desonida,Tubo,"Desonida 0,05 mg",g,Dermosupril,Mega Labs,17888.50722,Medio
Desonida,Tubo,"Desonida 0,05 mg",g,Dermosupril,Mega Labs,5031.0,Medio
Acetaminofen + Cetirizina + Fenilefrina,Capsula,Acetaminofen + Cetirizina + Fenilefrina,mg,Noxpirin Plus,Siegfried,1103.037083,Medio
Donepezil,Tableta,Donepezil 10 mg,mg,Alzit,Procaps,3561.407445,Alto
Donepezil,Tableta,Donepezil 10 mg,mg,Alzit,Procaps,420.2846348,Alto
Donepezil,Tableta,Donepezil 5 mg,mg,Alzit,Procaps,1760.367811,Alto
Donepezil,Tableta,Donepezil 5 mg,mg,Alzit,Procaps,368.5314685,Alto
Betametasona,Ampolla,Betametasona 8 mg,ml,Betametasona,Genfar,4557.425631,Medio
Betametasona,Ampolla,Betametasona 8 mg,ml,Betametasona,Genfar,710.0,Medio
Progesterona,Capsula,Progesterona 200 mg,mg,Geslutin- Pnm,Asofarma,7925.75283,Alto
Progesterona,Capsula,Progesterona 200 mg,mg,Geslutin- Pnm,Asofarma,2265.993166,Medio
Valsartan,Tableta,Valsartan 160 mg,mg,Valsartan,Humax,1232.823529,Alto
Valsartan,Tableta,Valsartan 160 mg,mg,Valsartan,Humax,599.99968,Medio
Olanzapina,Tableta,Olanzapina 10 mg,mg,Olazap,Mega Labs,247.4140399,Medio
